Word,Count,Translation
entrance,13616,είσοδος
messed,13609,αναστρέφωτος
tunnel,13593,σήραγγα
designed,13591,σχεδιασμένος
neighbor,13590,γείτονας
aboard,13582,ένας πίνακας
sweat,13581,ιδρώτας
justin,13578,Τζάστιν
ghosts,13576,φαντάσματα
crimes,13566,εγκλήματα
costs,13561,δικαστικά έξοδα
deserves,13558,αξίζει
dreaming,13557,ονειρεύομαι
bust,13552,προτομή
el,13551,ΕΛ
teddy,13549,αρσενικός
kong,13546,Κονγκ
messages,13545,μηνύματα
enjoying,13542,απόλαυτος
afterwards,13540,έπειτα
comfort,13536,άνεση
mason,13518,κτίστης
surrender,13513,παράδοση
gym,13513,γυμναστήριο
kitty,13499,γατούλα
crush,13497,συντριβή
yup,13494,Ναι
arranged,13475,διατεταγμένα
suits,13469,κοστούμια
pee,13455,κατούρημα
stress,13446,στρες
cave,13446,σπήλαιο
wing,13445,πτέρυγα
jordan,13443,Ιορδανία
arrange,13442,κανονίζω
comrade,13438,σύντροφος
noble,13437,ευγενής
tricks,13428,κόλπα
betty,13426,Μπέτυ
launch,13420,εκτόξευση
legend,13418,θρύλος
mix,13418,μείγμα
golf,13415,γκολφ
imagination,13415,φαντασία
fox,13409,αλεπού
kissing,13398,ασπασμός
butter,13398,βούτυρο
tax,13389,φόρος
gross,13387,ακαθάριστο
edward,13367,Εδουάρδος
texas,13351,Τέξας
insist,13332,επιμένω
marcus,13314,Μάρκος
classic,13308,κλασσικός
selfish,13305,εγωιστικός
skull,13299,κρανίο
frankie,13299,Φράνκι
shown,13295,απεικονίζεται
bat,13294,νυχτερίδα
survived,13293,επιζώ
print,13293,Τυπώνω
champion,13290,πρωταθλητής
bills,13286,λογαριασμοί
therapy,13278,θεραπεία
lifetime,13272,Διάρκεια Ζωής
throughout,13270,καθόλη τη διάρκεια
a.m.,13267,είμαι.
nathan,13261,νάθαν
toward,13252,προς
sauce,13249,σάλτσα
experiment,13242,πείραμα
margaret,13236,Μαργαρίτα
describe,13221,περιγράφω
ross,13220,γρύλος
grass,13219,γρασίδι
cheat,13204,απάτη
attend,13202,παραβρίσκομαι
homework,13202,εργασία για το σπίτι
lewis,13201,λουδοβίκος
betrayed,13199,προδοτικός
servant,13198,υπηρέτης
cap,13198,καπάκι
tyler,13196,τύλα
bible,13193,Αγια ΓΡΑΦΗ
practically,13180,πρακτικά
catherine,13179,Αικατερίνη
steel,13177,ατσάλι
wipe,13177,σκουπίζω
burns,13175,καψίματα
j,13171,j
generation,13163,γενιά
cabin,13159,καμπίνα
financial,13153,χρηματοοικονομική
industry,13143,βιομηχανία
bond,13131,δεσμός
sheep,13127,πρόβατο
scientists,13124,Επιστήμονες
beaten,13120,χτυπημένος
heck,13118,καλό
deck,13118,κατάστρωμα
fans,13116,ανεμιστήρες
script,13108,γραφή
brand,13107,μάρκα
degree,13103,βαθμός
painful,13100,επώδυνος
coughing,13093,βήχα
religion,13083,θρησκεία
cats,13076,γάτα
stephen,13069,Στέφανος
influence,13066,επιρροή
fuel,13066,καύσιμα
drawing,13056,σχέδιο
uh-oh,13043,Ωχ
rabbit,13027,κουνέλι
exercise,13015,άσκηση
attractive,13008,ελκυστικός
touching,12992,αφορών
virus,12984,ιός
realise,12977,συνειδητοποιώ
torture,12970,βασανιστήριο
blessed,12960,ευλογημένος
plain,12952,πεδιάδα
rebecca,12950,Ρεβέκκα
recent,12948,πρόσφατος
barbara,12947,Βαρβάρα
footsteps,12944,βήματα
sacred,12939,ιερός
removed,12931,απομακρύνθηκε
pretending,12910,προσποιούμενος
wasted,12909,αποτυχημένος
jewish,12898,εβραϊκός
goodnight,12889,καληνυχτα
robot,12886,ρομπότ
crystal,12885,κρύσταλλο
confirm,12878,επιβεβαιώνω
lad,12876,μειράκιο
mile,12874,μίλι
division,12873,διαίρεση
scratch,12856,γρατσουνιά
reminds,12848,υπενθυμίζει
walks,12837,περιπάτων
ending,12835,κατάληξη
russia,12828,Ρωσία
contest,12826,διαγωνισμός
valuable,12803,πολύτιμος
distant,12801,μακρινός
dumped,12793,ντάμπαλος
motion,12791,κίνηση
electricity,12789,ηλεκτρική ενέργεια
centre,12782,κέντρο
murders,12778,δολοφονίες
tina,12777,θόρυβος
jeremy,12772,Τζέρεμι
seal,12770,σφραγίδα
standard,12762,πρότυπο
ellen,12762,Έλεν
wore,12754,φορούσα
surrounded,12750,περιτριγυρισμένος
struck,12749,χτύπημα
inform,12745,πληροφορώ
gentle,12745,ευγενής
status,12743,κατάσταση
purse,12740,πορτοφόλι
prints,12737,εκτυπώσεις
players,12735,Παίκτες
charged,12733,φορτισμένα
begging,12730,επαιτεία
delivered,12713,παραδόθηκε
kenny,12713,Κένυος
buck,12711,αίξ
nina,12708,νίνα
construction,12705,κατασκευή
confirmed,12705,επιβεβαιωμένος
confession,12702,ομολογία
trigger,12698,δώσει το έναυσμα για
cells,12693,κελιά
frankly,12691,ειλικρινά
ali,12691,αλί
exit,12688,έξοδος
response,12684,απάντηση
cancel,12681,Ματαίωση
argument,12669,διαφωνία
principal,12667,ΔΙΕΥΘΥΝΤΡΙΑ σχολειου
turkey,12662,Τουρκία
lucas,12659,Λούκας
clinic,12658,κλινική
greetings,12651,Χαιρετίσματα
neighbors,12646,γείτονες
vice,12641,μέγγενη
toy,12634,παιχνίδι
hannah,12632,Χάνα
everyday,12627,κάθε μέρα
generous,12622,γενναιόδωρος
gain,12620,κέρδος
idiots,12614,ηλίθιοι
holly,12610,πρίνος
enjoyed,12603,απόλαυρος
jungle,12593,ζούγκλα
link,12591,Σύνδεσμος
underground,12588,υπόγειος
smiling,12580,χαμογελαστά
mistress,12573,ερωμένη
teams,12567,της ομάδας
product,12560,προϊόν
beef,12560,βοδινό κρέας
whispers,12549,ψίθυρος
religious,12544,θρησκευτικός
presents,12544,παρουσιάζει
identify,12538,αναγνωρίζω
chip,12537,πατατακι
chffffff,12527,chffffff
surveillance,12526,επιτήρηση
carlos,12522,Κάρλος
vampire,12502,βρυκόλακας
routine,12497,ρουτίνα
uses,12485,χρήσεις
michelle,12482,Μιχαήλ
underneath,12477,κάτω από
systems,12464,συστήματα
temperature,12455,θερμοκρασία
waves,12451,κυματιστά
tribe,12451,φυλή
brad,12442,ακέφαλο καρφί
deputy,12440,αναπληρωτής
sophie,12437,Σοφία
headquarters,12437,αρχηγείο
equal,12433,ίσος
phones,12424,τηλέφωνο
ken,12419,γνώση
reckon,12411,υπολογίζω
related,12408,σχετίζεται με
incredibly,12408,απίστευτα
chill,12405,ψύχρα
spit,12399,σούβλα
tracks,12399,κομμάτια
oscar,12396,Όσκαρ
makeup,12393,μακιγιάζ
bug,12385,έντομο
sounded,12385,ηχούμενος
spirits,12381,οινοπνευματώδη
nerve,12377,νεύρο
divorced,12374,διαζευγμένος
stake,12356,στοίχημα
port,12355,Λιμάνι
doorbell,12355,κουδουνι ΠΟΡΤΑΣ
worries,12344,ανησυχίες
nephew,12340,ανιψιός
miller,12331,μυλωνάς
units,12323,μονάδες
just-,12321,μόλις-
proceed,12314,προχωρώ
landing,12310,προσγείωση
traitor,12303,προδότης
outfit,12301,εξοπλισμός
chloe,12298,χλόη
bail,12295,εγγύηση
fields,12290,πεδία
patience,12288,υπομονή
recording,12286,εγγραφή
foolish,12268,ανόητος
loaded,12268,φορτωμένος
tokyo,12261,Τόκιο
davis,12258,Ντέιβις
costume,12253,ενδυμασία
wayne,12252,στύλος
injured,12251,τραυματίας
somethin,12242,κάτι
ian,12239,ιαν
pet,12235,κατοικίδιο ζώο
cage,12231,κλουβί
digging,12218,σκάψιμο
spain,12200,Ισπανία
seats,12199,καθίσματα
awkward,12197,αδέξιος
cleaned,12182,καθαρισμένος
pattern,12181,πρότυπο
filthy,12179,ακάθαρτος
visiting,12178,επισκέπτης
jews,12170,Εβραίοι
answering,12168,απάντηση
concentrate,12157,συγκεντρώνομαι
someplace,12156,κάπου
citizens,12153,οι πολίτες
aim,12152,σκοπός
nancy,12149,ομοφυλόφιλος
affairs,12143,υποθέσεις
thick,12143,πυκνός
sport,12131,άθλημα
basic,12130,βασικός
electric,12125,ηλεκτρικός
pleasant,12122,ευχάριστος
cliff,12109,γκρεμός
nail,12105,καρφί
russell,12102,Ράσελ
environment,12101,περιβάλλον
western,12101,δυτικός
average,12100,μέση τιμή
ease,12094,ευκολία
raped,12088,βιασμένος
interrupt,12088,διακοπή
judy,12085,Τζούντι
satisfied,12083,ικανοποιημένοι
beep,12076,μπιπ
starving,12075,λιμοκτονικός
documents,12070,έγγραφα
anniversary,12069,επέτειος
beth,12061,Μπεθ
election,12060,εκλογή
warrior,12054,πολεμιστής
r,12054,r
forth,12049,Εμπρός
fetch,12029,φέρω
banks,12029,τράπεζες
placed,12026,τοποθετημένος
timing,12009,συγχρονισμός
stones,12006,πέτρες
complex,11993,συγκρότημα
frozen,11992,παγωμένος
replace,11983,αντικαθιστώ
prayer,11982,προσευχή
skip,11977,παραλείπω
angeles,11974,Αγγέλης
guilt,11973,ενοχή
tune,11959,αρμονία
woo,11943,κάνω έρωτα
actions,11940,Ενέργειες
conscience,11934,συνείδηση
officially,11933,επίσημα
martha,11902,Μάρθα
machines,11899,μηχανήματα
smaller,11897,μικρότερος
determined,11890,προσδιορίζεται
blown,11886,ανοιγμένος
hail,11884,χαλάζι
unhappy,11881,δυστυχής
booth,11880,παράγκα
pour,11879,χύνω
berlin,11871,Βερολίνο
cleared,11869,εκκαθαρισμένος
packed,11868,συσκευασμένα
wrap,11865,κάλυμμα
randy,11863,Άντυ
behalf,11840,χάρη
reasonable,11835,λογικός
trunk,11828,κορμός
homes,11826,σπίτια
festival,11823,Φεστιβάλ
tradition,11821,παράδοση
cigarettes,11817,τσιγάρα
le,11814,le
beside,11813,δίπλα
harvey,11810,λιμάνι
motive,11808,κίνητρο
beings,11805,όντα
bishop,11803,επίσκοπος
dealer,11801,έμπορος
defendant,11798,εναγόμενος
backup,11798,αντιγράφων ασφαλείας
wounds,11782,πληγές
ouch,11779,Ωχ
ann,11776,Άννα
nearby,11769,πλησίον
drank,11765,έπιζα
effects,11765,υπάρχοντα
jonathan,11764,Ιωαναθάν
dennis,11751,Ντένις
benefit,11751,όφελος
adventure,11744,περιπέτεια
p,11737,Π
territory,11737,έδαφος
ve,11729,ευσπείνω
apology,11723,απολογία
dylan,11723,Ντίλαν
unlike,11719,διαφορετικός
owns,11717,κατέχει
boxes,11699,κουτιά
thus,11684,έτσι
clay,11682,πηλός
developed,11679,αναπτηγμένος
busted,11678,σπασμένος
pipe,11672,σωλήνας
gray,11667,γκρί
no.,11666,όχι.
goods,11659,εμπορεύματα
favourite,11650,αγαπημένη
salad,11646,σαλάτα
loyal,11641,πιστός
atmosphere,11639,ατμόσφαιρα
eva,11633,ΕβΑ
freaking,11630,φρικιαστικός
dropping,11626,ρίψη
strangers,11621,αγνώστους
mouse,11619,ποντίκι
downtown,11608,κέντρο
francisco,11606,Φρανσίσκο
heroes,11601,ήρωες
pit,11599,λάκκος
rotten,11586,σάπιος
paradise,11584,παράδεισος
meantime,11582,Εντομεταξύ
jess,11577,Τζες
organization,11576,οργάνωση
hills,11575,λόφοι
exam,11573,εξέταση
cock,11565,κόκορας
fairy,11562,νεράιδα
earl,11562,κόμης
comment,11561,σχόλιο
activity,11555,δραστηριότητα
frame,11555,πλαίσιο
knight,11542,ιππότης
testing,11541,δοκιμασία
habit,11536,συνήθεια
shelter,11527,καταφύγιο
flow,11524,ροή
jennifer,11509,jennifer
holes,11505,τρύπες
prevent,11504,αποτρέψει
anthony,11504,Αντώνιος
lend,11500,δανείζω
cooper,11490,βαρελοποιός
figures,11488,φιγούρα
boston,11484,Βοστώνη
sample,11484,δείγμα
strip,11481,λωρίδα
landed,11481,προσγειώθηκε
buzzing,11477,ζοφερός
monk,11475,καλόγερος
slightly,11474,ελαφρώς
produce,11471,παράγω
annoying,11467,ενοχλητικός
judgment,11459,κρίση
laundry,11458,πλυντήριο
ron,11456,σκωτσέζος
lousy,11454,απαίσιος
souls,11454,ψυχές
existence,11448,ύπαρξη
belly,11442,κοιλιά
tries,11441,προσπαθεί
foster,11435,θετός
returning,11434,επιστρέφοντας
answered,11431,απάντησα
ward,11428,πτέρυγα
plants,11419,φυτά
actress,11417,ηθοποιός
chairman,11416,Πρόεδρος
individual,11409,άτομο
hopes,11409,ελπίζει
tattoo,11407,τατουάζ
fence,11402,φράκτης
sink,11400,νεροχύτης
punk,11400,δαδί
confident,11399,βέβαιος
yay,11393,ναι
mistaken,11385,εσφαλμένος
limit,11384,όριο
bothering,11383,ενοχλεί
st,11375,Στ
uncomfortable,11371,άβολος
wednesday,11367,Τετάρτη
gifts,11365,δώρα
policeman,11364,αστυνομικός
na,11360,ναρ
precisely,11346,ακριβώς
lawyers,11345,δικηγόροι
greek,11339,Ελληνικά
merely,11335,απλώς
criminals,11335,εγκληματίες
underwear,11333,εσώρουχα
hoped,11315,ελπίζοντας
earned,11315,κερδηθείς
reveal,11310,αποκαλύπτω
appeared,11306,φαινόταν
derek,11306,δρέπεος
heavens,11304,ουράνια
personality,11303,προσωπικότητα
batman,11300,Μπάτμαν
virginia,11288,Βιργινία
wives,11285,συζύγους
colour,11281,χρώμα
worker,11277,εργάτης
pope,11257,πάπας
instructions,11252,οδηγίες
intelligent,11251,έξυπνος
worrying,11246,ανησυχητικός
vince,11246,φινίρισμα
comin,11237,έρχομαι
cried,11236,φώναξ
traveling,11223,ταξίδια
bells,11222,κουδούνια
x,11212,Χ
impact,11206,επίπτωση
robbed,11188,ληστεία
relief,11188,ανακούφιση
host,11183,πλήθος
footage,11171,πλάνο
odds,11170,πιθανότητα
patrol,11170,περιπολία
circus,11167,τσίρκο
mud,11166,λάσπη
captured,11164,αιχμαλωτισμένος
lessons,11157,μαθήματα
occasion,11152,ευκαιρία
sets,11151,σκηνικά
